"","종목코드","종목명","종가","대비","등락률","시장구분","업종명","시가총액","EPS","PER","선행 EPS","선행 PER","BPS","PBR","주당배당금","배당수익률"
"1695","215200","메가스터디교육",86000,-1400,-1.6,"KOSDAQ","기타서비스",1020121680000,6893,12.48,11194,7.68,28762,2.99,2000,2.33
"1696","215360","우리산업",16300,200,1.24,"KOSDAQ","운송장비·부품",148854256900,42,388.1,NA,NA,12845,1.27,130,0.8
"1697","215380","우정바이오",4975,-55,-1.09,"KOSDAQ","기타서비스",64463617225,NA,NA,NA,NA,2463,2.02,0,0
"1698","215480","토박스코리아",4945,-85,-1.69,"KOSDAQ","유통",47545962365,370,13.36,NA,NA,2827,1.75,0,0
"1699","215600","신라젠",12100,0,0,"KOSDAQ","기타서비스",1244692212500,NA,NA,NA,NA,1051,11.51,0,0
"1700","215790","이노인스트루먼트",1695,-25,-1.45,"KOSDAQ","통신장비",68279937555,253,6.7,NA,NA,2321,0.73,0,0
"1701","216050","인크로스",16150,-200,-1.22,"KOSDAQ","기타서비스",207418035300,1858,8.69,1342,12.04,8089,2,722,4.47
"1702","217190","제너셈",6200,-80,-1.27,"KOSDAQ","반도체",54368878800,598,10.37,NA,NA,3143,1.97,0,0
"1703","217270","넵튠",14850,-650,-4.19,"KOSDAQ","출판·매체복제",490172126400,2518,5.9,NA,NA,12411,1.2,0,0
"1704","217480","에스디생명공학",3135,-70,-2.18,"KOSDAQ","화학",70271231910,NA,NA,NA,NA,2050,1.53,0,0
"1705","217600","켐온",2820,-25,-0.88,"KOSDAQ","기타서비스",180088978800,68,41.47,NA,NA,923,3.06,0,0
"1706","217620","디딤",1370,-45,-3.18,"KOSDAQ","숙박·음식",63044606570,NA,NA,NA,NA,234,5.85,0,0
"1707","218150","미래생명자원",5860,-70,-1.18,"KOSDAQ","음식료·담배",116589645840,64,91.56,NA,NA,1854,3.16,0,0
"1708","218410","RFHIC",23000,-650,-2.75,"KOSDAQ","일반전기전자",616087982000,239,96.23,759,30.32,10675,2.15,150,0.65
"1709","219130","타이거일렉",15600,-300,-1.89,"KOSDAQ","반도체",98502924000,500,31.2,NA,NA,8158,1.91,0,0
"1710","219420","링크제니시스",7050,-20,-0.28,"KOSDAQ","소프트웨어",80860024350,394,17.89,NA,NA,3532,2,0,0
"1711","219550","디와이디",1525,5,0.33,"KOSDAQ","유통",56024824750,NA,NA,NA,NA,107,14.25,0,0
"1712","219750","지티지웰니스",1425,0,0,"KOSDAQ","의료·정밀기기",27234074175,NA,NA,NA,NA,832,1.71,0,0
"1713","220100","퓨쳐켐",16150,-50,-0.31,"KOSDAQ","제약",221125331650,NA,NA,NA,NA,3863,4.18,0,0
"1714","220180","핸디소프트",4150,-40,-0.95,"KOSDAQ","소프트웨어",80543200000,184,22.55,NA,NA,3228,1.29,0,0
"1715","220260","켐트로스",9990,190,1.94,"KOSDAQ","화학",265317486930,166,60.18,NA,NA,2070,4.83,0,0
"1716","221840","하이즈항공",4165,-130,-3.03,"KOSDAQ","운송장비·부품",77887836565,NA,NA,NA,NA,3536,1.18,0,0
"1717","221980","케이디켐",14700,-50,-0.34,"KOSDAQ","화학",59311560000,2094,7.02,NA,NA,23124,0.64,500,3.4
"1718","222040","코스맥스엔비티",4975,-15,-0.3,"KOSDAQ","음식료·담배",102624300000,NA,NA,339,14.66,2684,1.85,0,0
"1719","222080","씨아이에스",16300,350,2.19,"KOSDAQ","기계·장비",1001431021800,NA,NA,163,99.81,1854,8.79,0,0
"1720","222110","팬젠",7710,-220,-2.77,"KOSDAQ","제약",82324527300,NA,NA,NA,NA,1977,3.9,0,0
"1721","222160","바이옵트로",6550,-140,-2.09,"KOSDAQ","기계·장비",53342322300,396,16.54,NA,NA,864,7.58,0,0
"1722","222420","쎄노텍",2135,-50,-2.29,"KOSDAQ","비금속",86810626525,31,68.87,NA,NA,775,2.75,0,0
"1723","222800","심텍",37150,-2000,-5.11,"KOSDAQ","반도체",1183381412450,3680,10.1,9925,3.74,11910,3.12,500,1.35
"1724","222810","마이더스AI",1565,-30,-1.88,"KOSDAQ","소프트웨어",61551686315,NA,NA,NA,NA,266,5.88,0,0
"1725","222980","한국맥널티",6340,-60,-0.94,"KOSDAQ","음식료·담배",69939602220,182,34.84,NA,NA,3503,1.81,30,0.47
"1726","223250","드림씨아이에스",14300,-200,-1.38,"KOSDAQ","기타서비스",84737796000,575,24.87,NA,NA,6957,2.06,0,0
"1727","223310","커머스마이너",3320,0,0,"KOSDAQ","소프트웨어",44267239920,NA,NA,NA,NA,1495,2.22,0,0
"1728","224060","코디엠",175,0,0,"KOSDAQ","반도체",51489886700,NA,NA,NA,NA,203,0.86,0,0
"1729","224110","에이텍티앤",12400,-500,-3.88,"KOSDAQ","정보기기",6.6216e+10,432,28.7,NA,NA,9523,1.3,100,0.81
"1730","225190","삼양옵틱스",12250,-50,-0.41,"KOSDAQ","의료·정밀기기",124333678000,1054,11.62,NA,NA,3703,3.31,900,7.35
"1731","225220","제놀루션",12600,-450,-3.45,"KOSDAQ","제약",120844521000,3626,3.47,NA,NA,9083,1.39,400,3.17
"1732","225430","케이엠제약",1705,-20,-1.16,"KOSDAQ","화학",47547420250,NA,NA,NA,NA,1445,1.18,0,0
"1733","225530","보광산업",7030,-100,-1.4,"KOSDAQ","비금속",255461250810,269,26.13,NA,NA,2321,3.03,150,2.13
"1734","225590","패션플랫폼",1585,-15,-0.94,"KOSDAQ","섬유·의류",42219190105,601,2.64,NA,NA,2234,0.71,0,0
"1735","226320","잇츠한불",16700,-200,-1.18,"KOSPI","화학",366219560500,NA,NA,NA,NA,21524,0.78,200,1.2
"1736","226330","신테카바이오",10800,-200,-1.82,"KOSDAQ","출판·매체복제",145991332800,NA,NA,NA,NA,2046,5.28,0,0
"1737","226340","본느",1740,0,0,"KOSDAQ","화학",53417297040,NA,NA,NA,NA,730,2.38,0,0
"1738","226400","오스테오닉",2915,-10,-0.34,"KOSDAQ","의료·정밀기기",49961216910,NA,NA,NA,NA,2107,1.38,0,0
"1739","226440","한송네오텍",1530,0,0,"KOSDAQ","기계·장비",90418067280,NA,NA,NA,NA,710,2.15,0,0
"1740","226950","올릭스",23300,-1350,-5.48,"KOSDAQ","기타서비스",319283628000,NA,NA,NA,NA,1352,17.23,0,0
"1741","227100","에이치앤비디자인",4855,-35,-0.72,"KOSDAQ","일반전기전자",52367102955,NA,NA,NA,NA,4225,1.15,0,0
"1742","227610","아우딘퓨쳐스",1770,-30,-1.67,"KOSDAQ","화학",39256560960,NA,NA,NA,NA,884,2,0,0
"1743","227840","현대코퍼레이션홀딩스",11400,50,0.44,"KOSPI","유통업",103749530400,1434,7.95,NA,NA,22443,0.51,500,4.39
"1744","228340","동양파일",3740,0,0,"KOSDAQ","비금속",7.48e+10,119,31.43,NA,NA,5901,0.63,0,0
"1745","228670","레이",23100,-500,-2.12,"KOSDAQ","의료·정밀기기",307380935400,NA,NA,1419,16.28,6981,3.31,0,0
"1746","228760","지노믹트리",12800,-100,-0.78,"KOSDAQ","제약",265308185600,NA,NA,NA,NA,5454,2.35,0,0
"1747","228850","레이언스",10850,50,0.46,"KOSDAQ","의료·정밀기기",180012501900,919,11.81,1306,8.31,12746,0.85,100,0.92
"1748","229000","젠큐릭스",9720,-50,-0.51,"KOSDAQ","제약",64818675360,NA,NA,NA,NA,4449,2.18,0,0
"1749","229640","LS전선아시아",7390,-50,-0.67,"KOSPI","기타금융",226317855810,486,15.21,629,11.75,5107,1.45,240,3.25
"1750","230980","에이트원",1015,-35,-3.33,"KOSDAQ","출판·매체복제",62958859495,NA,NA,NA,NA,483,2.1,0,0
"1751","232140","와이아이케이",4235,-80,-1.85,"KOSDAQ","반도체",347462057250,553,7.66,NA,NA,3447,1.23,0,0
"1752","232680","라온테크",14550,-550,-3.64,"KOSDAQ","반도체",181594679700,504,28.87,1525,9.54,1582,9.2,0,0
"1753","234080","JW생명과학",13550,-200,-1.45,"KOSPI","의약품",214558206700,829,16.34,1581,8.57,8492,1.6,500,3.69
"1754","234100","폴라리스세원",2385,-20,-0.83,"KOSDAQ","운송장비·부품",103703966595,208,11.47,NA,NA,2322,1.03,0,0
"1755","234340","헥토파이낸셜",22250,-850,-3.68,"KOSDAQ","소프트웨어",210329250000,2375,9.37,2558,8.7,15144,1.47,470,2.11
"1756","234690","녹십자웰빙",8200,30,0.37,"KOSDAQ","제약",145568663200,378,21.69,NA,NA,4974,1.65,80,0.98
"1757","234920","자이글",2750,-55,-1.96,"KOSDAQ","일반전기전자",37210002500,NA,NA,NA,NA,3394,0.81,0,0
"1758","235980","메드팩토",32050,-1950,-5.74,"KOSDAQ","기타서비스",675147736600,NA,NA,NA,NA,2089,15.34,0,0
"1759","236200","슈프리마",24050,-350,-1.43,"KOSDAQ","일반전기전자",172998215650,3172,7.58,NA,NA,23578,1.02,0,0
"1760","236810","엔비티",7070,-270,-3.68,"KOSDAQ","기타서비스",120016261820,101,70,NA,NA,2424,2.92,0,0
"1761","237690","에스티팜",112600,-2900,-2.51,"KOSDAQ","제약",2117868065000,177,636.16,1406,80.07,17171,6.56,500,0.44
"1762","237750","피앤씨테크",6810,-140,-2.01,"KOSDAQ","일반전기전자",44241846000,531,12.82,NA,NA,10084,0.68,0,0
"1763","237820","플레이디",5970,60,1.02,"KOSDAQ","기타서비스",76578025800,231,25.84,NA,NA,5773,1.03,0,0
"1764","237880","클리오",14600,-550,-3.63,"KOSDAQ","화학",263841753800,552,26.45,973,15,9911,1.47,150,1.03
"1765","238090","앤디포스",7280,-20,-0.27,"KOSDAQ","비금속",174569325840,764,9.53,NA,NA,6999,1.04,0,0
"1766","238120","얼라인드",10300,-50,-0.48,"KOSDAQ","의료·정밀기기",74051314400,771,13.36,1025,10.05,3754,2.74,0,0
"1767","238200","비피도",8370,-80,-0.95,"KOSDAQ","음식료·담배",68466600000,551,15.19,NA,NA,6191,1.35,0,0
"1768","238490","힘스",7680,30,0.39,"KOSDAQ","반도체",86877972480,NA,NA,NA,NA,6598,1.16,100,1.3
"1769","239340","줌인터넷",4265,-70,-1.61,"KOSDAQ","인터넷",115068139010,192,22.21,NA,NA,1200,3.55,0,0
"1770","239610","에이치엘사이언스",31000,-200,-0.64,"KOSDAQ","음식료·담배",167155565000,2608,11.89,NA,NA,20444,1.52,400,1.29
"1771","239890","피엔에이치테크",16850,-450,-2.6,"KOSDAQ","화학",155131749200,407,41.4,1409,11.96,2119,7.95,0,0
"1772","240810","원익IPS",28650,-1000,-3.37,"KOSDAQ","반도체",1406253763650,3007,9.53,3440,8.33,16597,1.73,300,1.05
"1773","241520","DSC인베스트먼트",4640,-65,-1.38,"KOSDAQ","금융",129044909920,582,7.97,NA,NA,2762,1.68,0,0
"1774","241560","두산밥캣",32250,150,0.47,"KOSPI","기계",3233035603500,3845,8.39,4783,6.74,43105,0.75,1200,3.72
"1775","241590","화승엔터프라이즈",11950,-650,-5.16,"KOSPI","기타제조업",723937106450,NA,NA,1290,9.26,8858,1.35,45,0.38
"1776","241690","유니테크노",5760,-80,-1.37,"KOSDAQ","운송장비·부품",144066614400,395,14.58,NA,NA,3753,1.53,0,0
"1777","241710","코스메카코리아",9640,-180,-1.83,"KOSDAQ","화학",102955200000,834,11.56,1245,7.74,13319,0.72,0,0
"1778","241770","메카로",11450,0,0,"KOSDAQ","반도체",116705728000,816,14.03,NA,NA,15088,0.76,160,1.4
"1779","241790","오션브릿지",12400,-500,-3.88,"KOSDAQ","반도체",124032661600,1354,9.16,NA,NA,8618,1.44,300,2.42
"1780","241820","피씨엘",18800,-500,-2.59,"KOSDAQ","제약",197813054800,NA,NA,NA,NA,1391,13.52,0,0
"1781","242040","나무기술",2060,-15,-0.72,"KOSDAQ","출판·매체복제",70537902000,NA,NA,NA,NA,1183,1.74,0,0
"1782","243070","휴온스",37100,-900,-2.37,"KOSDAQ","제약",442808867900,2602,14.26,3994,9.29,22516,1.65,600,1.62
"1783","244460","올리패스",5840,70,1.21,"KOSDAQ","제약",160160855360,NA,NA,NA,NA,1042,5.6,0,0
"1784","246690","TS인베스트먼트",2325,-75,-3.13,"KOSDAQ","금융",91246668675,258,9.01,NA,NA,1593,1.46,10,0.43
"1785","246710","티앤알바이오팹",19550,-50,-0.26,"KOSDAQ","제약",406482896200,NA,NA,NA,NA,1980,9.87,0,0
"1786","246720","아스타",4290,-110,-2.5,"KOSDAQ","제약",54331901910,NA,NA,NA,NA,702,6.11,0,0
"1787","246960","이노테라피",9320,40,0.43,"KOSDAQ","제약",50533440760,NA,NA,NA,NA,1810,5.15,0,0
"1788","247540","에코프로비엠",122800,-500,-0.41,"KOSDAQ","일반전기전자",12010005043200,1153,106.5,3647,33.67,5969,20.57,920,0.75
"1789","248070","솔루엠",20550,100,0.49,"KOSPI","전기전자",1027614073050,274,75,1566,13.12,5368,3.83,0,0
"1790","248170","샘표식품",38750,-250,-0.64,"KOSPI","음식료품",177021082500,5188,7.47,NA,NA,47071,0.82,200,0.52
"1791","249420","일동제약",39600,1900,5.04,"KOSPI","의약품",1061410086000,NA,NA,NA,NA,6429,6.16,0,0
"1792","250000","보라티알",12850,-250,-1.91,"KOSDAQ","유통",86746919050,955,13.46,NA,NA,9223,1.39,200,1.56
"1793","250060","모비스",2410,-40,-1.63,"KOSDAQ","소프트웨어",77532866740,NA,NA,NA,NA,933,2.58,0,0
"1794","250930","예선테크",1460,-35,-2.34,"KOSDAQ","화학",48180642400,74,19.73,NA,NA,1242,1.18,0,0
"1795","251120","바이오에프디엔씨",23250,-700,-2.92,"KOSDAQ","제약",202175025000,394,59.01,NA,NA,2148,10.82,0,0
"1796","251370","와이엠티",15400,-600,-3.75,"KOSDAQ","화학",232549809800,648,23.77,766,20.11,7569,2.03,75,0.49
"1797","251630","브이원텍",7790,-110,-1.39,"KOSDAQ","기계·장비",118061968200,818,9.52,NA,NA,6700,1.16,100,1.28
"1798","251970","펌텍코리아",16150,-250,-1.52,"KOSDAQ","화학",2.0026e+11,1464,11.03,NA,NA,15974,1.01,350,2.17
"1799","252500","세화피앤씨",1400,5,0.36,"KOSDAQ","화학",58080946000,119,11.76,NA,NA,873,1.6,15,1.07
"1800","252990","샘씨엔에스",4895,-50,-1.01,"KOSDAQ","반도체",245503076170,262,18.68,NA,NA,2180,2.25,0,0
"1801","253450","스튜디오드래곤",78700,-1100,-1.38,"KOSDAQ","오락·문화",2362116359500,1301,60.49,2609,30.17,22785,3.45,0,0
"1802","253590","네오셈",3245,-85,-2.55,"KOSDAQ","반도체",124785261370,156,20.8,NA,NA,1401,2.32,15,0.46
"1803","253840","수젠텍",14100,-450,-3.09,"KOSDAQ","의료·정밀기기",224502103500,2352,5.99,NA,NA,6217,2.27,0,0
"1804","255220","SG",1765,-45,-2.49,"KOSDAQ","비금속",78995556085,NA,NA,NA,NA,1839,0.96,0,0
"1805","255440","야스",9350,-50,-0.53,"KOSDAQ","IT부품",122092300000,162,57.72,NA,NA,12406,0.75,50,0.53
"1806","256150","한독크린텍",10850,-50,-0.46,"KOSDAQ","기계·장비",91085750000,569,19.07,1076,10.08,6256,1.73,200,1.84
"1807","256630","포인트엔지니어링",2525,-75,-2.88,"KOSDAQ","금속",146205888050,71,35.56,NA,NA,1374,1.84,20,0.79
"1808","256940","케이피에스",6200,-140,-2.21,"KOSDAQ","반도체",116241679600,NA,NA,NA,NA,3292,1.88,0,0
"1809","257370","명성티엔에스",9210,0,0,"KOSDAQ","IT부품",71157896760,NA,NA,NA,NA,3306,2.79,0,0
"1810","257720","실리콘투",2655,-80,-2.93,"KOSDAQ","유통",159770556270,103,25.78,NA,NA,1443,1.84,0,0
"1811","258610","케일럼",4290,-5,-0.12,"KOSDAQ","금속",95009608980,NA,NA,NA,NA,2977,1.44,0,0
"1812","258790","소프트캠프",1750,-30,-1.69,"KOSDAQ","출판·매체복제",43734747000,NA,NA,NA,NA,671,2.61,0,0
"1813","259630","엠플러스",16400,250,1.55,"KOSDAQ","기계·장비",200264188400,NA,NA,NA,NA,4539,3.61,0,0
"1814","259960","크래프톤",253000,-10000,-3.8,"KOSPI","서비스업",12415227385000,12022,21.04,14879,17,98465,2.57,0,0
"1815","260660","알리코제약",6800,-20,-0.29,"KOSDAQ","제약",104223742800,327,20.8,NA,NA,5404,1.26,70,1.03
"1816","260930","씨티케이",7920,0,0,"KOSDAQ","화학",153185400720,NA,NA,NA,NA,9048,0.88,100,1.26
"1817","260970","에스앤디",20050,0,0,"KOSDAQ","음식료·담배",81391371000,2331,8.6,2373,8.45,16986,1.18,150,0.75
"1818","261200","덴티스",10150,370,3.78,"KOSDAQ","의료·정밀기기",149792583500,43,236.05,1132,8.97,2211,4.59,0,0
"1819","261780","차백신연구소",7490,-240,-3.1,"KOSDAQ","기타서비스",197954423380,NA,NA,NA,NA,1499,5,0,0
"1820","262260","에이프로",13000,-200,-1.52,"KOSDAQ","일반전기전자",187199935000,NA,NA,NA,NA,4201,3.09,0,0
"1821","262840","아이퀘스트",9450,-60,-0.63,"KOSDAQ","소프트웨어",9.3177e+10,382,24.74,NA,NA,4446,2.13,100,1.06
"1822","263020","디케이앤디",3125,-35,-1.11,"KOSDAQ","화학",48520012500,NA,NA,NA,NA,3477,0.9,50,1.6
"1823","263050","유틸렉스",5280,-140,-2.58,"KOSDAQ","제약",189015446400,NA,NA,NA,NA,2481,2.13,0,0
"1824","263540","어스앤에어로스페이스",10900,0,0,"KOSDAQ","운송장비·부품",62519642300,NA,NA,NA,NA,693,15.73,0,0
"1825","263690","디알젬",9570,60,0.63,"KOSDAQ","의료·정밀기기",108386087700,1123,8.52,NA,NA,5527,1.73,140,1.46
"1826","263700","케어랩스",6720,-120,-1.75,"KOSDAQ","기타서비스",121656554880,73,92.05,NA,NA,5939,1.13,0,0
"1827","263720","디앤씨미디어",22650,-750,-3.21,"KOSDAQ","디지털컨텐츠",278031264150,1271,17.82,1238,18.29,5615,4.03,0,0
"1828","263750","펄어비스",61100,-200,-0.33,"KOSDAQ","디지털컨텐츠",3924810740500,973,62.8,2941,20.77,11757,5.2,0,0
"1829","263770","유에스티",3260,-10,-0.31,"KOSDAQ","금속",77262560720,238,13.7,NA,NA,2417,1.35,0,0
"1830","263800","데이타솔루션",5540,-130,-2.29,"KOSDAQ","정보기기",89767833200,74,74.86,NA,NA,1755,3.16,0,0
"1831","263810","상신전자",3510,-10,-0.28,"KOSDAQ","일반전기전자",49998960180,146,24.04,NA,NA,2749,1.28,0,0
"1832","263860","지니언스",8940,-130,-1.43,"KOSDAQ","소프트웨어",84434724000,719,12.43,NA,NA,4660,1.92,120,1.34
"1833","263920","휴엠앤씨",4555,0,0,"KOSDAQ","기타제조",223400585370,NA,NA,NA,NA,772,5.9,0,0
"1834","264450","유비쿼스",16950,-550,-3.14,"KOSDAQ","통신장비",173664716700,2812,6.03,NA,NA,12449,1.36,560,3.3
"1835","264660","씨앤지하이테크",11950,-50,-0.42,"KOSDAQ","반도체",101414176900,609,19.62,NA,NA,9458,1.26,150,1.26
"1836","264850","이랜시스",3305,0,0,"KOSDAQ","일반전기전자",95929845960,220,15.02,NA,NA,1294,2.55,45,1.36
"1837","264900","크라운제과",9760,-110,-1.11,"KOSPI","음식료품",122232776000,1024,9.53,NA,NA,12554,0.78,250,2.56
"1838","26490K","크라운제과우",12250,-50,-0.41,"KOSPI","음식료품",9476110000,NA,NA,NA,NA,NA,NA,252,2.06
"1839","265520","AP시스템",18300,500,2.81,"KOSDAQ","반도체",279650004300,3932,4.65,3562,5.14,12713,1.44,240,1.31
"1840","265560","영화테크",14000,200,1.45,"KOSDAQ","운송장비·부품",149662520000,239,58.58,NA,NA,4925,2.84,50,0.36
"1841","265740","엔에프씨",10850,-200,-1.81,"KOSDAQ","화학",96910030000,688,15.77,NA,NA,6279,1.73,100,0.92
"1842","267270","현대건설기계",40300,1400,3.6,"KOSPI","기계",793941957900,5953,6.77,5706,7.06,69619,0.58,1200,2.98
"1843","267290","경동도시가스",23700,400,1.72,"KOSPI","전기가스업",139721122200,3756,6.31,NA,NA,63687,0.37,875,3.69
"1844","267320","나인테크",4060,190,4.91,"KOSDAQ","IT부품",159950009240,NA,NA,NA,NA,656,6.19,0,0
"1845","267790","배럴",7810,-60,-0.76,"KOSDAQ","섬유·의류",61585755000,NA,NA,NA,NA,4611,1.69,0,0
"1846","267850","아시아나IDT",13850,-300,-2.12,"KOSPI","서비스업",1.53735e+11,2375,5.83,NA,NA,14016,0.99,500,3.61
"1847","267980","매일유업",58600,-400,-0.68,"KOSDAQ","음식료·담배",459637186800,9820,5.97,9556,6.13,67256,0.87,1200,2.05
"1848","268280","미원에스씨",190000,-2500,-1.3,"KOSPI","화학",9.69e+11,15897,11.95,NA,NA,65109,2.92,2100,1.11
"1849","269620","시스웍",889,0,0,"KOSDAQ","의료·정밀기기",96529477121,NA,NA,NA,NA,454,1.96,0,0
"1850","270520","지엔원에너지",2715,-15,-0.55,"KOSDAQ","기타서비스",84732185220,NA,NA,NA,NA,940,2.89,0,0
"1851","270660","에브리봇",35950,-1850,-4.89,"KOSDAQ","일반전기전자",219139372450,1688,21.3,1958,18.36,9407,3.82,350,0.97
"1852","270870","뉴트리",13200,-150,-1.12,"KOSDAQ","음식료·담배",121442956800,2234,5.91,NA,NA,10475,1.26,250,1.89
"1853","271940","일진하이솔루스",35500,-100,-0.28,"KOSPI","운수장비",1289118245000,284,125,425,83.48,8459,4.2,0,0
"1854","271980","제일약품",22800,-500,-2.15,"KOSPI","의약품",335271081600,NA,NA,NA,NA,11534,1.98,65,0.29
"1855","272110","케이엔제이",10950,-350,-3.1,"KOSDAQ","기계·장비",86783075250,780,14.04,1653,6.62,5518,1.98,0,0
"1856","272450","진에어",14350,0,0,"KOSPI","운수창고업",7.4907e+11,NA,NA,864,16.62,3352,4.28,0,0
"1857","272550","삼양패키징",19650,-350,-1.75,"KOSPI","화학",310247385150,2132,9.22,NA,NA,22607,0.87,1000,5.09
"1858","273060","와이즈버즈",1280,-25,-1.92,"KOSDAQ","기타서비스",64575960320,57,22.46,NA,NA,835,1.53,20,1.56
"1859","273640","와이엠텍",15850,-200,-1.25,"KOSDAQ","일반전기전자",173811100000,649,24.42,NA,NA,4467,3.55,400,2.52
"1860","274090","켄코아에어로스페이스",11350,-250,-2.16,"KOSDAQ","운송장비·부품",137349301000,NA,NA,NA,NA,2169,5.23,0,0
"1861","275630","에스에스알",5490,-30,-0.54,"KOSDAQ","소프트웨어",33038759610,277,19.82,NA,NA,4253,1.29,0,0
"1862","276040","스코넥",12850,-450,-3.38,"KOSDAQ","디지털컨텐츠",156555713400,NA,NA,NA,NA,NA,NA,0,0
"1863","277070","린드먼아시아",4990,-80,-1.58,"KOSDAQ","금융",68323080000,398,12.54,NA,NA,4011,1.24,42,0.84
"1864","277410","인산가",2140,-35,-1.61,"KOSDAQ","음식료·담배",69300366860,209,10.24,NA,NA,1556,1.38,80,3.74
"1865","277810","레인보우로보틱스",27750,-1250,-4.31,"KOSDAQ","기계·장비",447752188500,NA,NA,294,94.28,2895,9.59,0,0
"1866","277880","티에스아이",10600,-50,-0.47,"KOSDAQ","기계·장비",197619531200,63,168.25,NA,NA,2193,4.83,0,0
"1867","278280","천보",253500,2800,1.12,"KOSDAQ","화학",2.535e+12,4438,57.12,7234,35.04,28680,8.84,300,0.12
"1868","278650","노터스",6810,-170,-2.44,"KOSDAQ","기타서비스",478439117370,144,47.29,NA,NA,921,7.39,200,2.94
"1869","279600","미디어젠",9920,-60,-0.6,"KOSDAQ","소프트웨어",46473027520,34,291.76,NA,NA,3785,2.62,0,0
"1870","280360","롯데제과",124000,0,0,"KOSPI","음식료품",1169887176000,5442,22.79,9122,13.59,192466,0.64,1600,1.29
"1871","281740","레이크머티리얼즈",4640,-120,-2.52,"KOSDAQ","화학",304989742720,275,16.87,481,9.64,884,5.25,0,0
"1872","281820","케이씨텍",15850,-650,-3.94,"KOSPI","의료정밀",330655662600,2011,7.88,3043,5.21,18467,0.86,220,1.39
"1873","282330","BGF리테일",174500,-4000,-2.24,"KOSPI","유통업",3016041597000,8547,20.42,12182,14.32,46849,3.72,3000,1.72
"1874","282690","동아타이어",12050,-50,-0.41,"KOSPI","화학",165482830750,1204,10.01,NA,NA,26982,0.45,1000,8.3
"1875","282880","코윈테크",28200,-300,-1.05,"KOSDAQ","기계·장비",274960518600,591,47.72,1629,17.31,11057,2.55,100,0.35
"1876","284620","카이노스메드",7260,-190,-2.55,"KOSDAQ","기타서비스",162060594960,NA,NA,NA,NA,518,14.02,0,0
"1877","284740","쿠쿠홈시스",31000,100,0.32,"KOSPI","서비스업",695557230000,6784,4.57,NA,NA,28790,1.08,650,2.1
"1878","285130","SK케미칼",105500,-1000,-0.94,"KOSPI","화학",1858992290000,8586,12.29,4341,24.31,105002,1,3000,2.84
"1879","28513K","SK케미칼우",52900,-700,-1.31,"KOSPI","화학",111906194100,NA,NA,NA,NA,NA,NA,3050,5.77
"1880","285490","노바텍",32600,100,0.31,"KOSDAQ","기타제조",344772090600,3873,8.42,3845,8.48,11348,2.87,150,0.46
"1881","286750","나노브릭",2320,-30,-1.28,"KOSDAQ","화학",47477753680,NA,NA,NA,NA,606,3.83,0,0
"1882","287410","제이시스메디칼",7730,-240,-3.01,"KOSDAQ","의료·정밀기기",551144918560,195,39.64,476,16.24,662,11.68,0,0
"1883","288330","브릿지바이오테라퓨틱스",12800,250,1.99,"KOSDAQ","제약",254290240000,NA,NA,NA,NA,2184,5.86,0,0
"1884","288620","에스퓨얼셀",22000,-400,-1.79,"KOSDAQ","일반전기전자",151234952000,715,30.77,417,52.76,10202,2.16,100,0.45
"1885","288980","모아데이타",2385,55,2.36,"KOSDAQ","소프트웨어",77358028320,57,41.84,NA,NA,707,3.37,0,0
"1886","289010","아이스크림에듀",5160,-110,-2.09,"KOSDAQ","출판·매체복제",66378430920,NA,NA,NA,NA,5316,0.97,0,0
"1887","289080","SV인베스트먼트",2905,-45,-1.53,"KOSDAQ","금융",154644770000,167,17.4,NA,NA,1137,2.55,50,1.72
"1888","289220","자이언트스텝",26900,-750,-2.71,"KOSDAQ","오락·문화",591698371800,NA,NA,NA,NA,5807,4.63,0,0
"1889","290090","트윔",18800,-500,-2.59,"KOSDAQ","소프트웨어",138319571200,360,52.22,NA,NA,10315,1.82,0,0
"1890","290120","대유에이피",6260,110,1.79,"KOSDAQ","운송장비·부품",72019196640,743,8.43,NA,NA,5723,1.09,200,3.19
"1891","290270","휴네시온",4425,-45,-1.01,"KOSDAQ","소프트웨어",42513948600,1575,2.81,NA,NA,4361,1.01,40,0.9
"1892","290380","대유",4620,-40,-0.86,"KOSDAQ","화학",114176887440,407,11.35,NA,NA,4883,0.95,0,0
"1893","290510","코리아센터",5390,-110,-2,"KOSDAQ","소프트웨어",617340663940,111,48.56,NA,NA,3552,1.52,0,0
"1894","290520","신도기연",5260,-70,-1.31,"KOSDAQ","기계·장비",83788444120,103,51.07,NA,NA,4001,1.31,0,0
"1895","290550","디케이티",11000,-150,-1.35,"KOSDAQ","IT부품",181089326000,531,20.72,NA,NA,4785,2.3,0,0
"1896","290650","엘앤씨바이오",28450,-950,-3.23,"KOSDAQ","제약",645385148950,620,45.89,929,30.61,3748,7.59,50,0.18
"1897","290660","네오펙트",2180,-35,-1.58,"KOSDAQ","의료·정밀기기",41944545060,NA,NA,NA,NA,644,3.39,0,0
"1898","290670","대보마그네틱",47200,1150,2.5,"KOSDAQ","기계·장비",369316400000,688,68.6,NA,NA,7860,6.01,0,0
"1899","290690","소룩스",8690,-40,-0.46,"KOSDAQ","일반전기전자",71751965670,505,17.21,NA,NA,5806,1.5,50,0.58
"1900","290720","푸드나무",24050,350,1.48,"KOSDAQ","유통",163685117700,39,616.67,480,50.11,8124,2.96,30,0.12
