"","종목코드","종목명","종가","대비","등락률","시장구분","업종명","시가총액","EPS","PER","선행 EPS","선행 PER","BPS","PBR","주당배당금","배당수익률"
"1901","290740","액트로",7490,290,4.03,"KOSDAQ","IT부품",75386932390,296,25.3,NA,NA,7786,0.96,100,1.34
"1902","291230","엔피",7690,-310,-3.88,"KOSDAQ","기타서비스",316825108560,NA,NA,NA,NA,777,9.9,0,0
"1903","291650","압타머사이언스",10600,-300,-2.75,"KOSDAQ","기타서비스",89995335600,NA,NA,NA,NA,3525,3.01,0,0
"1904","293480","하나제약",17750,-200,-1.11,"KOSPI","의약품",315469791500,1679,10.57,NA,NA,14561,1.22,510,2.87
"1905","293490","카카오게임즈",57500,-1300,-2.21,"KOSDAQ","디지털컨텐츠",4525763072500,7073,8.13,3090,18.61,27171,2.12,0,0
"1906","293580","나우IB",8620,-60,-0.69,"KOSDAQ","금융",82553740000,1332,6.47,NA,NA,9232,0.93,150,1.74
"1907","294090","이오플로우",20100,-600,-2.9,"KOSDAQ","의료·정밀기기",609100772100,NA,NA,NA,NA,741,27.13,0,0
"1908","294140","레몬",5400,-130,-2.35,"KOSDAQ","화학",1.998e+11,NA,NA,NA,NA,761,7.1,0,0
"1909","294570","쿠콘",33800,-1350,-3.84,"KOSDAQ","소프트웨어",341098953000,741,45.61,1888,17.91,12837,2.63,100,0.3
"1910","294630","서남",2975,-5,-0.17,"KOSDAQ","일반전기전자",63632751000,NA,NA,NA,NA,461,6.45,0,0
"1911","294870","HDC현대산업개발",13050,300,2.35,"KOSPI","건설업",860090656500,2679,4.87,2569,5.08,43665,0.3,600,4.6
"1912","297890","HB솔루션",13550,-400,-2.87,"KOSDAQ","기계·장비",226557260150,509,26.62,NA,NA,6224,2.18,0,0
"1913","298000","효성화학",183500,-3000,-1.61,"KOSPI","화학",585388121000,22158,8.28,32296,5.68,157800,1.16,0,0
"1914","298040","효성중공업",64700,3300,5.37,"KOSPI","전기전자",603298255600,6187,10.46,7583,8.53,100113,0.65,0,0
"1915","298050","효성첨단소재",395000,2000,0.51,"KOSPI","화학",1769579460000,56109,7.04,52585,7.51,135183,2.92,10000,2.53
"1916","298060","에스씨엠생명과학",11350,-350,-2.99,"KOSDAQ","제약",137568469500,NA,NA,NA,NA,3711,3.06,0,0
"1917","298380","에이비엘바이오",25400,100,0.4,"KOSDAQ","제약",1210513555600,NA,NA,NA,NA,1187,21.4,0,0
"1918","298540","더네이쳐홀딩스",28350,-650,-2.24,"KOSDAQ","섬유·의류",412340997600,4009,7.07,5230,5.42,15132,1.87,200,0.71
"1919","298690","에어부산",4030,-60,-1.47,"KOSPI","운수창고업",260499200000,NA,NA,NA,NA,2019,2,0,0
"1920","299030","하나기술",55300,900,1.65,"KOSDAQ","기계·장비",413266301000,NA,NA,3149,17.56,9454,5.85,0,0
"1921","299170","더블유에스아이",2350,0,0,"KOSDAQ","유통",70565713050,245,9.59,NA,NA,1105,2.13,0,0
"1922","299660","셀리드",23550,-350,-1.46,"KOSDAQ","기타서비스",229169571600,NA,NA,NA,NA,3983,5.91,0,0
"1923","299900","위지윅스튜디오",24800,-1000,-3.88,"KOSDAQ","오락·문화",1060503080800,NA,NA,370,67.05,4530,5.47,0,0
"1924","299910","베스파",3165,0,0,"KOSDAQ","디지털컨텐츠",25974889140,NA,NA,NA,NA,NA,NA,0,0
"1925","300080","플리토",41000,-450,-1.09,"KOSDAQ","디지털컨텐츠",213975351000,NA,NA,NA,NA,3326,12.33,0,0
"1926","300120","라온피플",5810,-260,-4.28,"KOSDAQ","IT부품",121707078220,NA,NA,NA,NA,2522,2.3,0,0
"1927","300720","한일시멘트",15450,200,1.31,"KOSPI","비금속광물",1070090793000,1179,13.1,1266,12.21,20557,0.75,540,3.5
"1928","301300","바이브컴퍼니",31700,-1100,-3.35,"KOSDAQ","소프트웨어",176891706000,NA,NA,NA,NA,5853,5.42,0,0
"1929","302430","이노메트리",11850,-200,-1.66,"KOSDAQ","기계·장비",116523514800,395,30,NA,NA,5459,2.17,0,0
"1930","302440","SK바이오사이언스",121500,-1500,-1.22,"KOSPI","의약품",9329261589000,4844,25.08,4360,27.86,20932,5.8,0,0
"1931","302550","리메드",13400,-700,-4.96,"KOSDAQ","의료·정밀기기",82110054400,123,108.94,NA,NA,4259,3.15,0,0
"1932","303030","지니틱스",2650,-40,-1.49,"KOSDAQ","반도체",94726020200,NA,NA,NA,NA,842,3.15,0,0
"1933","303530","이노뎁",13800,-250,-1.78,"KOSDAQ","소프트웨어",101282326200,NA,NA,NA,NA,5550,2.49,0,0
"1934","304100","솔트룩스",9990,-360,-3.48,"KOSDAQ","소프트웨어",101911286700,NA,NA,NA,NA,5202,1.92,0,0
"1935","304840","피플바이오",9970,-130,-1.29,"KOSDAQ","제약",117174219600,NA,NA,NA,NA,1436,6.94,0,0
"1936","305090","마이크로디지탈",5240,-250,-4.55,"KOSDAQ","의료·정밀기기",77259608000,NA,NA,NA,NA,817,6.41,0,0
"1937","306040","에스제이그룹",22250,-100,-0.45,"KOSDAQ","섬유·의류",219514673000,2365,9.41,3389,6.57,10685,2.08,450,2.02
"1938","306200","세아제강",179000,13500,8.16,"KOSPI","철강금속",507697700000,32640,5.48,65097,2.75,242703,0.74,3500,1.96
"1939","306620","네온테크",4470,-70,-1.54,"KOSDAQ","기계·장비",185270660250,NA,NA,NA,NA,925,4.83,0,0
"1940","307180","아이엘사이언스",3950,40,1.02,"KOSDAQ","일반전기전자",89768565050,NA,NA,NA,NA,356,11.1,0,0
"1941","307280","원바이오젠",1615,-25,-1.52,"KOSDAQ","제약",58873868920,NA,NA,NA,NA,733,2.2,0,0
"1942","307750","국전약품",8100,-50,-0.61,"KOSDAQ","제약",397461078900,91,89.01,NA,NA,1695,4.78,10,0.12
"1943","307870","비투엔",2230,-20,-0.89,"KOSDAQ","컴퓨터서비스",68463676000,NA,NA,NA,NA,602,3.7,0,0
"1944","307930","컴퍼니케이",6430,-30,-0.46,"KOSDAQ","금융",100372300000,1210,5.31,1023,6.29,4766,1.35,250,3.89
"1945","308080","바이젠셀",9540,-410,-4.12,"KOSDAQ","제약",181317812400,NA,NA,NA,NA,5565,1.71,0,0
"1946","308100","까스텔바작",10950,250,2.34,"KOSDAQ","유통",72233865000,NA,NA,495,22.11,10882,1.01,0,0
"1947","308170","센트랄모텍",18750,-350,-1.83,"KOSPI","운수장비",161437500000,166,112.95,NA,NA,11373,1.65,0,0
"1948","310200","애니플러스",3175,-55,-1.7,"KOSDAQ","오락·문화",107844266150,729,4.36,410,7.74,1610,1.97,0,0
"1949","310210","보로노이",42000,600,1.45,"KOSDAQ","제약",531126498000,NA,NA,NA,NA,634,66.25,0,0
"1950","310870","디와이씨",1570,-5,-0.32,"KOSDAQ","운송장비·부품",32479015470,NA,NA,NA,NA,2008,0.78,0,0
"1951","311320","지오엘리먼트",19650,-1100,-5.3,"KOSDAQ","일반전기전자",123938052000,1102,17.83,NA,NA,6741,2.91,100,0.51
"1952","311390","네오크레마",14100,-200,-1.4,"KOSDAQ","음식료·담배",113315989500,251,56.18,NA,NA,5674,2.49,0,0
"1953","311690","CJ 바이오사이언스",34750,-2200,-5.95,"KOSDAQ","기타서비스",204283852000,NA,NA,NA,NA,14957,2.32,0,0
"1954","312610","에이에프더블류",3710,-60,-1.59,"KOSDAQ","일반전기전자",75153054480,NA,NA,NA,NA,3422,1.08,0,0
"1955","313760","윌링스",11600,50,0.43,"KOSDAQ","일반전기전자",65976937200,NA,NA,NA,NA,7247,1.6,80,0.69
"1956","314130","지놈앤컴퍼니",21550,-700,-3.15,"KOSDAQ","제약",303413677550,NA,NA,NA,NA,6593,3.27,0,0
"1957","314930","바이오다인",27450,-550,-1.96,"KOSDAQ","의료·정밀기기",169316952750,NA,NA,NA,NA,6546,4.19,0,0
"1958","315640","딥노이드",8520,-310,-3.51,"KOSDAQ","소프트웨어",79046395920,NA,NA,NA,NA,1468,5.8,0,0
"1959","317120","라닉스",6720,-120,-1.75,"KOSDAQ","일반전기전자",64915200000,NA,NA,NA,NA,2002,3.36,0,0
"1960","317240","TS트릴리온",860,-20,-2.27,"KOSDAQ","화학",81224957500,NA,NA,NA,NA,167,5.15,0,0
"1961","317330","덕산테코피아",15650,-300,-1.88,"KOSDAQ","반도체",287606748200,977,16.02,1175,13.32,9481,1.65,0,0
"1962","317530","캐리소프트",6460,-270,-4.01,"KOSDAQ","오락·문화",44904726160,NA,NA,NA,NA,1763,3.66,0,0
"1963","317690","퀀타매트릭스",6510,-210,-3.13,"KOSDAQ","의료·정밀기기",107280965610,NA,NA,NA,NA,3544,1.84,0,0
"1964","317770","슈프리마아이디",16150,0,0,"KOSDAQ","일반전기전자",49322423000,1058,15.26,NA,NA,14255,1.13,0,0
"1965","317830","에스피시스템스",10500,-250,-2.33,"KOSDAQ","기계·장비",91968996000,NA,NA,NA,NA,4013,2.62,0,0
"1966","317850","대모",7910,30,0.38,"KOSDAQ","기계·장비",65846162200,554,14.28,288,27.44,5739,1.38,180,2.28
"1967","317870","엔바이오니아",8470,-200,-2.31,"KOSDAQ","기타제조",66639003970,NA,NA,NA,NA,2347,3.61,0,0
"1968","318000","KBG",6470,-100,-1.52,"KOSDAQ","화학",53246967750,494,13.1,NA,NA,3904,1.66,100,1.55
"1969","318020","포인트모바일",18100,0,0,"KOSDAQ","일반전기전자",229187123200,NA,NA,NA,NA,4068,4.45,100,0.55
"1970","318410","비비씨",11200,-350,-3.03,"KOSDAQ","기타제조",62218721600,635,17.64,NA,NA,12802,0.87,0,0
"1971","319400","현대무벡스",3170,-40,-1.25,"KOSDAQ","기계·장비",357915785960,80,39.63,NA,NA,1206,2.63,30,0.95
"1972","319660","피에스케이",34550,-1000,-2.81,"KOSDAQ","반도체",500399984350,5229,6.61,6382,5.41,19776,1.75,600,1.74
"1973","320000","윈텍",2300,0,0,"KOSDAQ","기계·장비",42548040400,36,63.89,NA,NA,1141,2.02,0,0
"1974","321260","프로이천",2330,-5,-0.21,"KOSDAQ","일반전기전자",65687555720,NA,NA,139,16.75,1005,2.32,20,0.86
"1975","321550","티움바이오",16900,300,1.81,"KOSDAQ","기타서비스",405198219400,NA,NA,NA,NA,3462,4.88,0,0
"1976","321820","와이더플래닛",7710,-250,-3.14,"KOSDAQ","출판·매체복제",53262854220,NA,NA,NA,NA,3450,2.23,0,0
"1977","322180","티라유텍",9090,-180,-1.94,"KOSDAQ","소프트웨어",49915462500,NA,NA,NA,NA,3673,2.47,0,0
"1978","322310","오로스테크놀로지",14650,-450,-2.98,"KOSDAQ","기계·장비",137219840300,199,73.62,NA,NA,6898,2.12,0,0
"1979","322510","제이엘케이",5100,10,0.2,"KOSDAQ","소프트웨어",77766146400,NA,NA,NA,NA,1624,3.14,0,0
"1980","322780","코퍼스코리아",2715,-10,-0.37,"KOSDAQ","오락·문화",97076654910,242,11.22,299,9.09,1422,1.91,15,0.55
"1981","323230","엠에프엠코리아",935,-13,-1.37,"KOSDAQ","섬유·의류",28304002100,NA,NA,108,8.66,1074,0.87,0,0
"1982","323280","태성",1715,-20,-1.15,"KOSDAQ","기계·장비",41403924450,NA,NA,NA,NA,NA,NA,0,0
"1983","323410","카카오뱅크",31750,-1450,-4.37,"KOSPI","은행",15123840624750,467,67.99,618,51.4,11620,2.73,0,0
"1984","323990","박셀바이오",63800,0,0,"KOSDAQ","기타서비스",971227400000,NA,NA,NA,NA,1976,32.29,0,0
"1985","326030","SK바이오팜",80800,-1200,-1.46,"KOSPI","서비스업",6327710600000,828,97.58,NA,NA,5672,14.25,0,0
"1986","327260","RF머트리얼즈",10750,-250,-2.27,"KOSDAQ","기타제조",88125242750,NA,NA,NA,NA,4337,2.48,0,0
"1987","328380","미래에셋대우스팩3호",2255,30,1.35,"KOSDAQ","금융",14616910000,NA,NA,NA,NA,NA,NA,0,0
"1988","330350","위더스제약",8930,-160,-1.76,"KOSDAQ","제약",117811507540,323,27.65,NA,NA,6136,1.46,48,0.54
"1989","330730","스톤브릿지벤처스",6160,-130,-2.07,"KOSDAQ","금융",110841992800,1511,4.08,NA,NA,4245,1.45,0,0
"1990","330860","네패스아크",28450,-800,-2.74,"KOSDAQ","반도체",346636080250,2084,13.65,3513,8.1,16497,1.72,0,0
"1991","331380","포커스에이치엔에스",2570,-50,-1.91,"KOSDAQ","일반전기전자",48954855740,NA,NA,NA,NA,957,2.69,0,0
"1992","331520","교보9호스팩",2290,20,0.88,"KOSDAQ","금융",8885200000,NA,NA,NA,NA,NA,NA,0,0
"1993","331920","셀레믹스",8550,-120,-1.38,"KOSDAQ","제약",69803465400,NA,NA,NA,NA,2864,2.99,0,0
"1994","332290","누보",2345,45,1.96,"KOSDAQ","화학",74304427435,NA,NA,NA,NA,1959,1.2,0,0
"1995","332370","아이디피",8800,-20,-0.23,"KOSDAQ","정보기기",58404394400,641,13.73,NA,NA,6200,1.42,150,1.7
"1996","332570","와이팜",4755,-85,-1.76,"KOSDAQ","IT부품",176607147780,NA,NA,97,49.06,2314,2.05,0,0
"1997","332710","하나금융14호스팩",2295,0,0,"KOSDAQ","금융",10120950000,NA,NA,NA,NA,NA,NA,0,0
"1998","333050","신한제6호스팩",2175,30,1.4,"KOSDAQ","금융",10896750000,NA,NA,NA,NA,NA,NA,0,0
"1999","333430","일승",3985,85,2.18,"KOSDAQ","운송장비·부품",122446086795,NA,NA,NA,NA,1007,3.96,0,0
"2000","333620","엔시스",14900,-200,-1.32,"KOSDAQ","일반전기전자",157289525600,477,31.24,NA,NA,5185,2.87,70,0.47
"2001","335810","프리시젼바이오",8010,-60,-0.74,"KOSDAQ","의료·정밀기기",92721565260,NA,NA,NA,NA,3374,2.37,0,0
"2002","335890","비올",2070,-35,-1.66,"KOSDAQ","의료·정밀기기",120336022080,80,25.88,NA,NA,463,4.47,0,0
"2003","336060","웨이버스",1730,-65,-3.62,"KOSDAQ","출판·매체복제",80765396000,NA,NA,NA,NA,1938,0.89,0,0
"2004","33626K","두산퓨얼셀1우",10950,100,0.92,"KOSPI","전기전자",146337990000,NA,NA,NA,NA,NA,NA,0,0
"2005","33626L","두산퓨얼셀2우B",13800,-50,-0.36,"KOSPI","전기전자",41210940000,NA,NA,NA,NA,NA,NA,0,0
"2006","336370","솔루스첨단소재",46550,650,1.42,"KOSPI","전기전자",1634426127250,289,161.07,932,49.96,7359,6.33,100,0.21
"2007","33637K","솔루스첨단소재1우",11050,0,0,"KOSPI","전기전자",93430169950,NA,NA,NA,NA,NA,NA,101,0.91
"2008","33637L","솔루스첨단소재2우B",14100,-150,-1.05,"KOSPI","전기전자",26639835000,NA,NA,NA,NA,NA,NA,100,0.71
"2009","336570","원텍",3185,-25,-0.78,"KOSDAQ","의료·정밀기기",277212688935,NA,NA,NA,NA,NA,NA,0,0
"2010","337450","SK5호스팩",3415,-15,-0.44,"KOSDAQ","금융",14718650000,NA,NA,NA,NA,NA,NA,0,0
"2011","337930","브랜드엑스코퍼레이션",8250,230,2.87,"KOSDAQ","인터넷",243972432000,267,30.9,879,9.38,2324,3.55,100,1.21
"2012","338220","뷰노",7710,-180,-2.28,"KOSDAQ","소프트웨어",87382487760,NA,NA,NA,NA,2016,3.82,0,0
"2013","339950","아이비김영",2460,15,0.61,"KOSDAQ","기타서비스",110568771300,121,20.33,NA,NA,836,2.94,0,0
"2014","340350","SK6호스팩",2105,-10,-0.47,"KOSDAQ","금융",12019550000,NA,NA,NA,NA,NA,NA,0,0
"2015","340360","다보링크",1370,-5,-0.36,"KOSDAQ","통신장비",58588269200,NA,NA,NA,NA,575,2.38,0,0
"2016","340440","세림B&G",3740,-35,-0.93,"KOSDAQ","화학",106135081360,NA,NA,NA,NA,955,3.92,0,0
"2017","340570","티앤엘",37300,100,0.27,"KOSDAQ","제약",303174400000,2410,15.48,3549,10.51,11084,3.37,400,1.07
"2018","340930","유일에너테크",15200,-250,-1.62,"KOSDAQ","기계·장비",162256108800,NA,NA,NA,NA,4335,3.51,0,0
"2019","341160","하나금융15호스팩",2065,0,0,"KOSDAQ","금융",9726150000,NA,NA,NA,NA,NA,NA,0,0
"2020","342550","케이비제20호스팩",2290,0,0,"KOSDAQ","금융",14887290000,NA,NA,NA,NA,NA,NA,0,0
"2021","343510","하나금융16호스팩",2155,-10,-0.46,"KOSDAQ","금융",8641550000,NA,NA,NA,NA,NA,NA,0,0
"2022","344050","신영스팩6호",2285,0,0,"KOSDAQ","금융",9836925000,NA,NA,NA,NA,NA,NA,0,0
"2023","344820","KCC글라스",48850,100,0.21,"KOSPI","비금속광물",780159511200,7353,6.64,NA,NA,87084,0.56,2400,4.91
"2024","347000","센코",14450,-150,-1.03,"KOSDAQ","의료·정밀기기",119230475800,327,44.19,NA,NA,4684,3.08,0,0
"2025","347140","케이프이에스제4호",2100,10,0.48,"KOSDAQ","금융",6318900000,NA,NA,NA,NA,NA,NA,0,0
"2026","347700","라이프시맨틱스",5930,-270,-4.35,"KOSDAQ","소프트웨어",60651743500,NA,NA,NA,NA,1290,4.6,0,0
"2027","347770","핌스",13650,-350,-2.5,"KOSDAQ","IT부품",103399637250,977,13.97,1637,8.34,7471,1.83,0,0
"2028","347860","알체라",15750,-600,-3.67,"KOSDAQ","소프트웨어",219727368000,NA,NA,NA,NA,1203,13.09,0,0
"2029","347890","엠투아이",9290,-30,-0.32,"KOSDAQ","정보기기",156055315160,597,15.56,835,11.12,3916,2.37,250,2.69
"2030","348030","모비릭스",18300,-100,-0.54,"KOSDAQ","디지털컨텐츠",175749540000,1083,16.9,NA,NA,7911,2.31,0,0
"2031","348150","고바이오랩",13800,-300,-2.13,"KOSDAQ","기타서비스",233779300200,NA,NA,NA,NA,5026,2.75,0,0
"2032","348210","넥스틴",55600,-1200,-2.11,"KOSDAQ","반도체",553591074400,1889,29.43,5682,9.78,6778,8.2,500,0.9
"2033","348350","위드텍",15000,-400,-2.6,"KOSDAQ","의료·정밀기기",1.52754e+11,1070,14.02,NA,NA,9756,1.54,0,0
"2034","349720","이베스트스팩5호",2100,5,0.24,"KOSDAQ","금융",7.602e+09,NA,NA,NA,NA,NA,NA,0,0
"2035","351320","에스에이티이엔지",3640,45,1.25,"KOSDAQ","IT부품",80137825040,NA,NA,NA,NA,1315,2.77,59,1.62
"2036","351330","이삭엔지니어링",11350,-300,-2.58,"KOSDAQ","컴퓨터서비스",94074702000,NA,NA,NA,NA,5421,2.09,0,0
"2037","351340","IBKS제13호스팩",2030,0,0,"KOSDAQ","금융",10495100000,NA,NA,NA,NA,NA,NA,0,0
"2038","352480","씨앤씨인터내셔널",19700,-300,-1.5,"KOSDAQ","화학",197274637700,NA,NA,1350,14.59,11794,1.67,0,0
"2039","352700","씨앤투스성진",5690,-80,-1.39,"KOSDAQ","섬유·의류",160895555310,1642,3.47,1466,3.88,5770,0.99,750,13.18
"2040","352770","클리노믹스",8260,-210,-2.48,"KOSDAQ","기타서비스",112502364660,1214,6.8,NA,NA,4456,1.85,0,0
"2041","352910","오비고",11600,-150,-1.28,"KOSDAQ","소프트웨어",132829488800,NA,NA,NA,NA,2414,4.81,0,0
"2042","352940","인바이오",5940,-70,-1.16,"KOSDAQ","화학",64554316200,493,12.05,429,13.83,4593,1.29,0,0
"2043","353060","에이치엠씨제5호스팩",2095,5,0.24,"KOSDAQ","금융",10715925000,NA,NA,NA,NA,NA,NA,0,0
"2044","353070","에이치엠씨제4호스팩",2100,0,0,"KOSDAQ","금융",9.051e+09,NA,NA,NA,NA,NA,NA,0,0
"2045","353190","휴럼",1320,-35,-2.58,"KOSDAQ","음식료·담배",50662154400,NA,NA,NA,NA,956,1.38,0,0
"2046","35320K","대덕전자1우",12350,-400,-3.14,"KOSPI","전기전자",25879659650,NA,NA,NA,NA,NA,NA,305,2.47
"2047","353490","미래에셋대우스팩 5호",2130,-5,-0.23,"KOSDAQ","금융",10777800000,NA,NA,NA,NA,NA,NA,0,0
"2048","353590","오토앤",13650,50,0.37,"KOSDAQ","유통",175751530500,191,71.47,NA,NA,1651,8.27,0,0
"2049","353810","이지바이오",4485,-70,-1.54,"KOSDAQ","음식료·담배",153349864200,319,14.06,NA,NA,1257,3.57,75,1.67
"2050","354200","엔젠바이오",8730,-340,-3.75,"KOSDAQ","기타서비스",109150421760,NA,NA,NA,NA,2735,3.19,0,0
"2051","355150","교보10호스팩",2240,5,0.22,"KOSDAQ","금융",11916800000,NA,NA,NA,NA,NA,NA,0,0
"2052","356860","티엘비",39950,800,2.04,"KOSDAQ","일반전기전자",196406784250,2524,15.83,7753,5.15,16929,2.36,250,0.63
"2053","356890","싸이버원",11300,-400,-3.42,"KOSDAQ","소프트웨어",53604149000,448,25.22,NA,NA,5683,1.99,80,0.71
"2054","357230","에이치피오",11700,50,0.43,"KOSDAQ","음식료·담배",233276472000,874,13.39,NA,NA,7108,1.65,300,2.56
"2055","357550","석경에이티",18850,-400,-2.08,"KOSDAQ","화학",102826750000,569,33.13,NA,NA,4365,4.32,0,0
"2056","357580","아모센스",16250,150,0.93,"KOSDAQ","IT부품",182001235000,NA,NA,232,70,3025,5.37,0,0
"2057","357880","비트나인",11150,-250,-2.19,"KOSDAQ","소프트웨어",115446609400,140,79.64,NA,NA,3227,3.46,0,0
"2058","359090","씨엔알리서치",1700,-20,-1.16,"KOSDAQ","기타서비스",92294779900,NA,NA,NA,NA,581,2.93,0,0
"2059","361390","제노코",26100,-250,-0.95,"KOSDAQ","통신장비",195770592900,832,31.37,778,33.56,4160,6.27,50,0.19
"2060","361570","알비더블유",18250,100,0.55,"KOSDAQ","오락·문화",174875022250,1002,18.21,NA,NA,6721,2.72,0,0
"2061","361610","SK아이이테크놀로지",91000,2500,2.82,"KOSPI","전기전자",6488080872000,1394,65.28,1291,70.5,31084,2.93,0,0
"2062","361670","삼영에스앤씨",7510,-120,-1.57,"KOSDAQ","일반전기전자",42564111580,NA,NA,NA,NA,4686,1.6,0,0
"2063","362320","청담글로벌",10600,-50,-0.47,"KOSDAQ","유통",217843674000,388,27.32,1246,8.5,1715,6.18,0,0
"2064","363250","진시스템",9790,-70,-0.71,"KOSDAQ","의료·정밀기기",67754436200,568,17.24,NA,NA,6408,1.53,0,0
"2065","363260","모비데이즈",1490,-45,-2.93,"KOSDAQ","기타서비스",238428082030,NA,NA,NA,NA,NA,NA,0,0
"2066","36328K","티와이홀딩스우",18150,-150,-0.82,"KOSPI","기타금융",22784384700,NA,NA,NA,NA,NA,NA,0,0
"2067","365340","성일하이텍",93000,6700,7.76,"KOSDAQ","화학",1080069357000,NA,NA,NA,NA,11863,7.84,1000,1.08
"2068","365590","하이딥",1745,10,0.58,"KOSDAQ","반도체",239863079240,NA,NA,NA,NA,NA,NA,0,0
"2069","365900","브이씨",10400,-300,-2.8,"KOSDAQ","기타제조",76027120000,1251,8.31,1562,6.66,5468,1.9,0,0
"2070","366330","신한제7호스팩",2110,-10,-0.47,"KOSDAQ","금융",9600500000,NA,NA,NA,NA,NA,NA,0,0
"2071","367000","플래티어",13000,-200,-1.52,"KOSDAQ","소프트웨어",107506191000,621,20.93,875,14.86,5261,2.47,0,0
"2072","367340","DB금융스팩8호",2120,-5,-0.24,"KOSDAQ","금융",1.2826e+10,NA,NA,NA,NA,NA,NA,0,0
"2073","367360","DB금융스팩9호",2115,15,0.71,"KOSDAQ","금융",10236600000,NA,NA,NA,NA,NA,NA,0,0
"2074","367460","유안타제7호스팩",2160,-40,-1.82,"KOSDAQ","금융",1.188e+10,NA,NA,NA,NA,NA,NA,0,0
"2075","367480","유안타제8호스팩",2150,-5,-0.23,"KOSDAQ","금융",13953500000,NA,NA,NA,NA,NA,NA,0,0
"2076","368770","파이버프로",4300,-45,-1.04,"KOSDAQ","의료·정밀기기",137876167500,NA,NA,NA,NA,1802,2.39,0,0
"2077","369370","블리츠웨이",3075,-60,-1.91,"KOSDAQ","기타제조",129024595350,NA,NA,NA,NA,458,6.71,0,0
"2078","370090","퓨런티어",27250,-700,-2.5,"KOSDAQ","의료·정밀기기",217072955000,432,63.08,781,34.89,2023,13.47,0,0
"2079","371950","풍원정밀",13650,-150,-1.09,"KOSDAQ","IT부품",287202661200,159,85.85,1656,8.24,1589,8.59,0,0
"2080","372290","하나머스트7호스팩",2140,-10,-0.47,"KOSDAQ","금융",9210560000,NA,NA,NA,NA,NA,NA,0,0
"2081","372910","한컴라이프케어",5550,-40,-0.72,"KOSPI","의료정밀",153592953300,196,28.32,NA,NA,4221,1.31,0,0
"2082","373200","하인크코리아",7370,230,3.22,"KOSDAQ","기타제조",139491990000,NA,NA,NA,NA,1872,3.94,0,0
"2083","373220","LG에너지솔루션",458000,500,0.11,"KOSPI","전기전자",1.07172e+14,3963,115.57,5574,82.17,39831,11.5,0,0
"2084","373340","유진스팩6호",2245,5,0.22,"KOSDAQ","금융",6779900000,NA,NA,NA,NA,NA,NA,0,0
